image_path,class,network_score
datasets/images/inant_0081.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0082.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0083.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0084.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0085.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0086.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0087.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0088.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0089.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0090.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0091.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0092.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0093.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0094.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0095.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0096.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0097.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0098.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0099.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0100.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0101.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0102.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0103.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0104.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0105.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0106.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0107.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0108.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0109.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0110.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0111.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0112.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0113.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0114.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0115.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0116.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0117.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0118.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0119.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0120.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0121.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0122.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0123.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0124.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0125.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0126.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0127.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0128.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0129.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0130.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0131.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0132.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0133.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0134.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0135.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0136.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0137.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0138.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0139.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0140.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0141.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0142.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0143.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0144.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0145.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0146.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0147.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0148.jpg,fungal_fruiting_body,0.7
datasets/images/inant_0149.jpg,fungal_fruiting_body,0.7
